"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"15000","Hawaii","8","700","Gross operating surplus","18","333","    Machinery manufacturing","(T)","(T)","(T)","(T)",-1,"(L)","(L)","(L)","(L)","(L)",2,1,2,2,2,"(D)","(D)","(D)","(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","19","334","    Computer and electronic products manufacturing",5,1,"(L)",2,-6,"(D)","(D)","(D)","(L)","(L)",3,2,6,7,4,4,16,11,11,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","20","335","    Electrical equipment, appliance, and components manufacturing","(T)","(T)","(T)","(T)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",1,1,"(L)","(D)","(D)","(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing","(T)","(T)","(T)","(T)","(D)","(D)","(D)","(D)",1,"(L)","(D)","(D)","(D)","(D)","(D)","(L)","(L)","(D)",1,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","22","3364-3366, 3369","    Other transportation equipment manufacturing",-3,-4,-3,-1,"(D)","(D)","(D)","(D)",-1,-2,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","23","337","    Furniture and related products manufacturing",7,6,6,8,7,6,6,6,6,7,5,2,4,3,2,2,-3,-3,-4,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","24","339","    Miscellaneous manufacturing",7,-1,-6,-14,-16,-8,-18,-15,-14,-16,-17,-15,-10,-11,-13,-13,6,9,10,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","25","...","   Nondurable goods manufacturing",140,138,186,169,"(D)","(D)","(D)",372,385,382,349,523,532,498,473,571,584,780,809,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","26","311-312","    Food and beverage and tobacco products manufacturing",-6,-6,26,-5,13,60,86,-8,47,83,6,40,104,88,54,79,87,98,123,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","27","313-314","    Textile mills and textile product mills",3,2,2,2,"(L)","(D)","(L)",2,4,5,7,5,"(D)",3,"(D)","(D)","(D)","(D)","(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","28","315-316","    Apparel and leather and allied products manufacturing",8,6,11,-2,1,1,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","29","322","    Paper products manufacturing",4,"(T)","(T)","(T)",2,2,1,2,1,2,1,1,2,1,"(L)",1,1,1,2,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","30","323","    Printing and related support activities",-3,-4,24,18,9,7,7,10,5,12,13,16,18,18,19,22,26,27,27,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","31","324","    Petroleum and coal products manufacturing",132,134,113,146,"(D)",220,315,"(D)","(D)","(D)","(D)","(D)",358,"(D)","(D)","(D)","(D)",579,571,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","32","325","    Chemical products manufacturing",1,1,4,4,9,10,20,19,29,37,19,31,39,53,41,62,65,65,75,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","33","326","    Plastics and rubber products manufacturing","(T)","(T)","(T)","(T)",4,4,3,4,6,5,5,3,6,5,8,9,10,8,9,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","34","42","  Wholesale trade",376,371,367,380,383,381,413,428,469,492,520,536,500,527,508,546,605,629,663,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","35","44-45","  Retail trade",818,702,695,713,747,767,904,938,1027,982,848,734,878,920,988,1052,1144,1089,1146,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","36","48-49","  Transportation and warehousing",805,546,502,394,372,233,405,551,687,874,784,695,820,1151,1031,1132,1176,1203,1373,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","37","481","   Air transportation",592,333,322,167,116,-17,119,189,267,358,349,230,405,698,532,631,613,635,779,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","38","482","   Rail transportation","(T)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","39","483","   Water transportation",35,36,30,43,48,27,34,56,73,166,161,158,140,129,141,141,197,196,198,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","40","484","   Truck transportation",11,29,30,35,34,34,40,44,50,52,45,44,37,40,43,46,43,48,49,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","41","485","   Transit and ground passenger transportation",39,32,34,38,42,44,64,72,76,86,80,75,73,79,86,92,95,100,104,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","42","486","   Pipeline transportation","(T)","(T)","(T)","(T)","(L)","(L)","(L)","(L)","(D)","(D)","(D)","(L)","(L)","(L)",0,0,0,0,0,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","43","487-488, 492","   Other transportation and support activities",117,105,79,105,128,140,142,182,"(D)","(D)","(D)",178,154,193,220,214,221,218,"(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","44","493","   Warehousing and storage",11,10,7,5,5,5,6,7,9,10,9,9,10,11,10,7,7,7,"(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","45","51","  Information",620,508,482,439,459,541,534,741,794,900,1114,1089,1159,1584,1010,893,1047,932,1061,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","46","511","   Publishing industries, except Internet (includes software)",94,79,109,59,65,102,121,157,176,147,206,190,174,169,140,145,148,123,124,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","47","512","   Motion picture and sound recording industries",44,41,53,74,90,112,51,129,64,77,196,154,322,803,329,233,274,192,248,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","48","515, 517","   Broadcasting and telecommunications",477,378,322,317,305,296,326,410,510,622,671,700,628,577,503,486,592,579,652,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","49","518, 519","   Data processing, internet publishing, and other information services",5,9,-1,-12,-1,32,36,46,44,55,41,45,35,35,38,28,33,38,38,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","50","52, 53","  Finance, insurance, real estate, rental, and leasing",5783,5718,6232,6644,7116,7439,7950,9026,10370,10749,11569,11833,11691,12535,12638,13217,13337,13639,14191,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","51","52","   Finance and insurance",290,194,296,440,567,760,822,893,958,916,956,820,738,741,795,868,732,1138,1034,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","52","521-522","    Federal Reserve banks, credit intermediation, and related services",97,53,162,280,304,509,531,538,560,517,513,"(D)",313,288,304,321,309,311,338,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","53","523","    Securities, commodity contracts, and investments",28,3,"(L)",-5,6,4,3,1,14,16,-11,"(D)",2,"(L)",-9,6,10,3,1,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","54","524","    Insurance carriers and related activities",163,134,129,160,250,239,276,342,369,371,430,391,409,428,470,478,354,598,580,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","55","525","    Funds, trusts, and other financial vehicles","(T)","(T)","(T)","(T)",7,8,11,12,14,11,24,25,13,25,31,62,59,226,115,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","56","53","   Real estate and rental and leasing",5493,5524,5935,6204,6549,6679,7128,8133,9412,9833,10613,11014,10954,11794,11843,12349,12605,12501,13157,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","57","531","    Real estate",5108,5143,5524,5787,6092,6246,6675,7701,8945,9289,10132,10501,10477,11305,11359,11761,11946,11855,12475,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","58","532-533","    Rental and leasing services and lessors of intangible assets",385,380,411,417,457,433,453,432,468,544,481,513,476,489,484,588,659,645,682,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","59","54, 55, 56","  Professional and business services",946,710,785,832,1011,1147,1227,1254,1307,1360,1296,1476,1383,1583,1639,1657,1700,1735,1879,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","60","54","   Professional, scientific, and technical services",644,449,497,524,645,755,757,767,791,828,892,1040,948,903,945,928,907,935,1010,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","61","5411","    Legal services",209,165,181,202,246,252,246,211,221,234,261,337,280,257,269,263,255,268,282,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","62","5415","    Computer systems design and related services",19,11,10,-10,2,15,30,35,44,46,56,69,84,70,70,70,70,58,59,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",417,273,306,333,396,488,480,521,527,547,575,634,584,577,606,595,581,609,668,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","64","55","   Management of companies and enterprises",50,52,51,49,51,66,69,98,90,94,92,90,88,88,93,103,113,115,124,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","65","56","   Administrative and waste management services",251,209,237,258,315,326,401,389,426,438,311,346,347,591,600,626,680,685,745,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","66","561","    Administrative and support services",218,178,199,217,268,276,347,344,381,404,258,295,294,531,542,561,615,621,684,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","67","562","    Waste management and remediation services",33,31,37,41,47,50,54,46,45,34,53,51,54,60,58,65,65,64,61,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","68","61, 62","  Educational services, health care, and social assistance",426,337,365,405,466,476,505,528,545,578,582,692,755,756,743,720,723,740,818,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","69","61","   Educational services",48,29,30,33,32,20,30,39,39,43,44,52,61,61,53,48,42,39,41,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","70","62","   Health care and social assistance",377,308,334,372,434,456,476,490,506,535,538,640,694,695,689,672,682,701,777,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","71","621","    Ambulatory health care services",299,234,254,286,337,357,366,366,387,407,408,478,498,496,494,479,490,508,562,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","72","622-623","    Hospitals and nursing and residential care facilities",51,52,54,55,55,58,63,80,73,78,80,107,137,139,138,143,139,145,163,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","73","624","    Social assistance",28,23,26,31,42,41,47,44,46,51,50,55,58,60,57,51,53,49,52,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",995,1293,1422,1679,1485,1671,1815,1969,2007,2065,2104,1883,1520,1538,1617,1809,2051,1803,1971,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","75","71","   Arts, entertainment, and recreation",186,169,181,193,165,177,190,176,156,150,199,232,264,238,218,242,312,319,342,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","76","711-712","    Performing arts, spectator sports, museums, and related activities",64,65,70,81,91,102,107,81,58,56,81,122,154,135,125,134,160,173,198,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","77","713","    Amusements, gambling, and recreation industries",121,104,111,111,74,74,83,95,98,94,118,111,110,104,93,108,153,147,144,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","78","72","   Accommodation and food services",809,1124,1240,1486,1320,1495,1625,1793,1851,1916,1905,1651,1256,1300,1398,1567,1739,1484,1630,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","79","721","    Accommodation",604,927,1013,1216,1050,1183,1274,1384,1431,1482,1506,1253,761,809,913,1078,1201,914,956,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","80","722","    Food services and drinking places",205,197,227,271,270,311,351,409,419,433,399,398,495,491,485,490,538,570,674,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","81","81","  Other services, except government",353,386,424,480,412,454,393,397,441,466,414,364,344,372,367,415,423,439,476,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","82","92"," Government",1215,1256,1349,1306,1267,1271,1357,1510,1581,1676,1667,1781,1797,1994,2109,2223,2261,2190,2230,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","83","...","  Federal civilian",341,359,381,397,416,437,460,471,482,524,516,541,568,581,628,659,671,678,683,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","84","...","  Federal military",269,291,296,308,323,335,355,396,444,484,524,555,515,502,483,482,472,464,477,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","85","...","  State and local",605,606,672,600,528,499,543,643,654,668,628,685,714,911,998,1082,1119,1048,1070,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","86","11, 21","Natural resources and mining",165,166,211,210,210,197,245,214,270,287,260,235,238,251,260,158,139,125,110,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","87","42, 44-45","Trade",1194,1074,1062,1093,1130,1149,1317,1366,1496,1474,1369,1270,1377,1447,1496,1598,1748,1719,1809,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","88","...","Transportation and utilities",1292,988,999,938,890,672,914,1157,1287,1609,1515,1550,1590,2096,2180,1896,1925,1949,1982,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","89","...","Private goods-producing industries",774,731,864,940,1056,1171,1531,1716,2154,2320,2499,2518,2603,2296,2126,2154,2127,2434,2600,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","90","...","Private services-providing industries",11608,11014,11770,12511,12969,13550,14657,16439,18246,19201,19961,20158,19819,21912,21689,22204,22956,22956,24187,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","1","...","All industry total",53108,51723,52524,53710,53669,55358,58100,61606,64824,66313,67421,67721,65382,67403,67971,68913,69676,70105,71714,73252
"15000","Hawaii","8","900","Real GDP by state","2","..."," Private industries",40849,39488,40098,41442,41415,42668,45077,48181,51188,52425,53430,53300,50685,52518,52719,53529,54581,54777,56245,57813
"15000","Hawaii","8","900","Real GDP by state","3","11","  Agriculture, forestry, fishing, and hunting",280,290,357,386,353,412,407,351,417,460,323,310,386,358,298,278,271,290,334,355
"15000","Hawaii","8","900","Real GDP by state","4","111-112","   Farms",228,241,299,331,300,354,347,296,365,397,270,260,330,303,238,215,207,224,267,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","5","113-115","   Forestry, fishing, and related activities",54,50,59,55,54,59,62,56,51,62,54,50,56,55,63,71,71,74,74,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","6","21","  Mining",81,88,101,106,99,83,89,78,66,86,116,107,110,82,62,70,68,71,85,66
"15000","Hawaii","8","900","Real GDP by state","7","211","   Oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,"(L)","(L)","(L)","(L)",1,1,1,1,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","8","212","   Mining, except oil and gas",82,89,102,106,100,84,89,78,66,86,115,106,109,81,61,69,67,70,83,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","9","213","   Support activities for mining",0,0,0,0,0,0,1,"(L)","(L)","(L)",1,"(L)",1,"(L)","(L)",1,1,"(L)","(L)","(NA)"
"15000","Hawaii","8","900","Real GDP by state","10","22","  Utilities",1338,1235,1435,1552,1272,1227,1258,1374,1327,1451,1475,1630,1400,1675,1891,1597,1593,1515,1381,1341
"15000","Hawaii","8","900","Real GDP by state","11","23","  Construction",3386,3113,2987,3252,3211,3350,3717,3982,4547,4549,4800,4726,4261,3882,3720,3744,3698,3715,4042,4357
"15000","Hawaii","8","900","Real GDP by state","12","31-33","  Manufacturing",1013,967,1025,1019,1111,1225,1325,1266,1178,1163,1162,1311,1334,1185,1038,1066,1175,1346,1444,1520
"15000","Hawaii","8","900","Real GDP by state","13","...","   Durable goods manufacturing",235,212,216,251,260,259,261,288,313,332,368,354,314,308,327,298,334,325,323,326
"15000","Hawaii","8","900","Real GDP by state","14","321","    Wood products manufacturing",10,10,12,14,14,10,12,10,14,16,19,19,18,22,14,11,10,8,9,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","15","327","    Nonmetallic mineral products manufacturing",74,70,73,80,88,93,102,115,119,132,143,128,81,79,88,91,105,112,110,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","16","331","    Primary metals manufacturing","(L)",1,1,1,1,1,1,1,2,2,3,1,1,"(L)","(L)","(L)",1,1,1,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","17","332","    Fabricated metal products",40,36,29,38,35,37,43,45,47,44,44,39,33,29,28,28,29,29,31,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","18","333","    Machinery manufacturing",4,5,5,5,3,3,3,3,4,4,6,4,5,6,7,8,6,6,5,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","19","334","    Computer and electronic products manufacturing",3,3,5,9,14,9,3,3,6,6,9,15,23,22,21,21,38,34,34,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","20","335","    Electrical equipment, appliance, and components manufacturing",2,1,1,1,1,1,1,1,2,3,3,2,3,3,5,4,1,1,2,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",4,2,2,3,1,1,1,2,3,2,3,2,2,2,2,1,1,1,1,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",28,21,24,32,32,34,35,37,36,35,56,66,77,76,94,68,74,63,62,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","23","337","    Furniture and related products manufacturing",33,31,32,39,37,36,38,45,39,43,39,36,29,25,24,22,18,17,15,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","24","339","    Miscellaneous manufacturing",45,39,36,28,27,35,28,34,44,44,43,43,43,44,43,43,53,56,56,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","25","...","   Nondurable goods manufacturing",778,758,816,767,851,969,1071,981,870,838,803,960,1020,880,726,772,847,1014,1110,1180
"15000","Hawaii","8","900","Real GDP by state","26","311-312","    Food and beverage and tobacco products manufacturing",348,346,364,319,325,355,401,319,387,451,374,378,392,387,363,385,402,418,420,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","27","313-314","    Textile mills and textile product mills",11,7,7,6,5,6,7,9,13,15,20,17,15,12,11,11,11,11,10,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","28","315-316","    Apparel and leather and allied products manufacturing",36,35,37,31,39,32,26,30,23,20,20,18,15,14,19,21,23,23,22,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","29","322","    Paper products manufacturing",18,15,17,14,13,13,15,17,17,17,16,14,7,5,5,4,3,5,7,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","30","323","    Printing and related support activities",53,46,71,67,59,60,62,65,57,61,63,67,58,57,62,66,70,70,64,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","31","324","    Petroleum and coal products manufacturing",256,266,257,268,341,455,518,488,320,242,269,392,452,319,219,229,268,384,463,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","32","325","    Chemical products manufacturing",34,30,38,40,53,53,53,54,64,73,56,60,64,77,63,77,80,80,79,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","33","326","    Plastics and rubber products manufacturing",13,10,10,13,16,15,16,20,27,24,22,20,19,19,22,25,26,25,25,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","34","42","  Wholesale trade",1689,1738,1760,1826,1944,2002,2163,2221,2295,2268,2341,2339,2042,2046,2083,2108,2182,2220,2284,2321
"15000","Hawaii","8","900","Real GDP by state","35","44-45","  Retail trade",3754,3648,3638,3763,3893,3979,4420,4615,4887,4890,4764,4540,4383,4527,4762,4880,4980,4938,5040,5174
"15000","Hawaii","8","900","Real GDP by state","36","48-49","  Transportation and warehousing",2924,2601,2444,2208,1794,1697,1849,2234,2665,2915,2952,2648,2525,2739,2706,2737,2899,2858,2864,3039
"15000","Hawaii","8","900","Real GDP by state","37","481","   Air transportation",2059,1717,1647,1326,897,859,975,1230,1413,1446,1487,1238,1238,1473,1335,1357,1443,1452,1476,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","38","482","   Rail transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","39","483","   Water transportation",90,78,57,64,65,36,37,76,162,296,366,306,289,237,296,308,399,356,315,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","40","484","   Truck transportation",184,203,207,218,211,214,226,232,257,267,272,258,234,254,265,277,272,275,261,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","41","485","   Transit and ground passenger transportation",134,120,124,130,131,131,151,156,162,174,168,157,142,148,159,166,164,169,169,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","42","486","   Pipeline transportation","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)",1,1,"(L)","(L)","(L)","(L)",0,0,0,0,0,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","43","487-488, 492","   Other transportation and support activities",622,617,573,602,602,599,603,651,722,708,607,639,576,583,610,592,595,573,600,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","44","493","   Warehousing and storage",43,43,27,26,27,28,36,42,49,48,47,48,47,49,47,46,46,46,48,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","45","51","  Information",1115,1016,1026,1048,1079,1159,1145,1400,1489,1667,1908,1876,1921,2418,1765,1659,1826,1740,1939,1964
"15000","Hawaii","8","900","Real GDP by state","46","511","   Publishing industries, except Internet (includes software)",259,259,295,243,263,276,299,351,369,332,403,373,335,306,263,266,269,248,249,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","47","512","   Motion picture and sound recording industries",115,104,110,155,136,178,106,221,137,140,276,228,396,966,426,326,370,270,340,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","48","515, 517","   Broadcasting and telecommunications",698,615,601,630,638,634,657,748,890,1079,1139,1182,1117,1070,999,997,1110,1139,1267,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","49","518, 519","   Data processing, internet publishing, and other information services",28,34,27,23,44,84,88,99,97,111,92,92,72,74,79,72,80,87,87,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",9993,9804,10230,10527,10818,10978,11363,12471,13824,14118,14845,15038,14717,15587,15673,16037,15905,15972,16168,16540
"15000","Hawaii","8","900","Real GDP by state","51","52","   Finance and insurance",1279,1280,1393,1551,1689,1939,1952,2055,2134,2108,2140,2064,2065,2003,2122,2142,1982,2308,2242,2303
"15000","Hawaii","8","900","Real GDP by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",475,502,630,698,713,959,963,986,991,928,912,871,876,787,816,826,762,712,723,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","53","523","    Securities, commodity contracts, and investments",114,91,113,147,171,162,137,141,180,194,160,121,137,139,136,135,138,125,123,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","54","524","    Insurance carriers and related activities",706,700,643,699,805,791,819,897,935,971,1043,1050,1037,1053,1141,1126,1024,1288,1325,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","55","525","    Funds, trusts, and other financial vehicles",1,6,8,6,7,7,9,10,12,10,21,22,15,25,31,55,56,214,100,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","56","53","   Real estate and rental and leasing",8748,8550,8850,8968,9107,8986,9363,10375,11666,11994,12697,12976,12652,13588,13550,13895,13935,13645,13917,14227
"15000","Hawaii","8","900","Real GDP by state","57","531","    Real estate",7821,7594,7862,7997,8089,8002,8360,9376,10593,10822,11555,11808,11621,12540,12464,12616,12586,12297,12509,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","58","532-533","    Rental and leasing services and lessors of intangible assets",938,966,998,981,1028,994,1011,1003,1075,1177,1143,1170,1030,1048,1085,1280,1350,1351,1414,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","59","54, 55, 56","  Professional and business services",4382,3964,3946,4088,4596,5058,5373,5506,5513,5694,5622,5869,5564,5836,6094,6265,6445,6579,6753,6879
"15000","Hawaii","8","900","Real GDP by state","60","54","   Professional, scientific, and technical services",2328,1984,1970,2038,2298,2528,2583,2598,2707,2823,2879,3082,2925,2848,2940,2928,2904,2928,3007,3027
"15000","Hawaii","8","900","Real GDP by state","61","5411","    Legal services",872,764,747,765,814,782,753,668,654,667,664,716,614,591,593,564,547,559,563,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","62","5415","    Computer systems design and related services",154,163,168,164,209,267,315,334,405,464,467,499,525,509,523,555,580,571,602,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",1396,1131,1124,1181,1339,1520,1540,1609,1652,1693,1749,1868,1786,1749,1826,1814,1783,1803,1850,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","64","55","   Management of companies and enterprises",779,780,710,673,806,936,975,1106,958,902,838,808,729,759,801,885,979,1015,1029,1080
"15000","Hawaii","8","900","Real GDP by state","65","56","   Administrative and waste management services",1296,1232,1277,1371,1499,1617,1828,1836,1862,1973,1906,1979,1910,2232,2356,2457,2572,2648,2729,2786
"15000","Hawaii","8","900","Real GDP by state","66","561","    Administrative and support services",1162,1099,1134,1220,1342,1460,1671,1688,1711,1826,1734,1815,1742,2032,2178,2260,2377,2460,2555,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","67","562","    Waste management and remediation services",135,134,145,152,157,156,157,148,150,146,173,164,168,200,179,198,197,190,178,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","68","61, 62","  Educational services, health care, and social assistance",4011,3710,3711,3824,3939,4003,4177,4326,4474,4548,4599,4894,4967,4939,5025,5082,5177,5256,5481,5647
"15000","Hawaii","8","900","Real GDP by state","69","61","   Educational services",633,587,573,597,594,578,626,657,658,668,676,711,734,729,718,727,691,671,654,638
"15000","Hawaii","8","900","Real GDP by state","70","62","   Health care and social assistance",3382,3127,3140,3230,3347,3424,3552,3671,3816,3880,3923,4182,4233,4211,4307,4355,4489,4589,4836,5023
"15000","Hawaii","8","900","Real GDP by state","71","621","    Ambulatory health care services",1873,1608,1616,1689,1777,1874,1964,1911,1991,2045,2020,2161,2131,2111,2205,2236,2311,2375,2548,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","72","622-623","    Hospitals and nursing and residential care facilities",1151,1173,1164,1169,1132,1110,1118,1286,1322,1335,1379,1475,1551,1554,1590,1606,1647,1698,1782,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","73","624","    Social assistance",347,359,372,379,438,437,464,474,503,500,524,547,551,545,513,514,532,517,511,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",5254,5615,5718,6180,5731,5896,6294,6757,6787,6825,6795,6350,5523,5713,6105,6490,6838,6684,6804,6909
"15000","Hawaii","8","900","Real GDP by state","75","71","   Arts, entertainment, and recreation",658,640,630,646,606,622,639,636,626,617,675,724,707,662,646,685,781,799,776,766
"15000","Hawaii","8","900","Real GDP by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",221,218,213,228,232,243,248,215,187,194,219,267,286,251,262,271,315,332,352,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","77","713","    Amusements, gambling, and recreation industries",436,421,416,418,377,382,394,421,438,423,456,457,421,412,384,414,467,466,423,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","78","72","   Accommodation and food services",4591,4971,5083,5530,5122,5271,5653,6121,6160,6207,6118,5625,4816,5051,5459,5805,6057,5887,6029,6142
